Season,Week,Team.Name,Team.1.Player,Team.1.Skill,Team.1.Archetype,Gauntlet,,Team.2.Archetype,Team.2.Skill,Team.2.Player,Wins,Losses,,For Matchup Table,Filtering by week
Season 5,Week 2,Sun Clan,yasser,Switcheroo,Cyberdark Neos,W,L,Cyberdark Neos,Destiny Draw,Hizuma_Act/IMT,1,0,,Cyberdark NeosCyberdark Neos,
Season 5,Week 2,Sun Clan,yasser,Switcheroo,Cyberdark Neos,L,W,Six Sams,Beatdown,Hizuma_Act/IMT,0,1,,,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Sealed Tombs,Blue Eyes,W,L,Six Sams,Beatdown,Hizuma_Act/IMT,1,0,,Blue EyesSix Sams,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Sealed Tombs,Blue Eyes,W,L,Subterrors,ETH,K.Contrera,1,0,,Blue EyesSubterrors,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,K.Contrera,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Sealed Tombs,Blue Eyes,W,L,Metaphys,Grit,Belowski Doe,1,0,,Blue EyesMetaphys,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Sealed Tombs,Blue Eyes,L,W,Metaphys,Grit,Belowski Doe,0,1,,,
Season 5,Week 2,Sun Clan,<U+9650><U+754C><U+7D42><U+6975>Ryo[SC],Grit,Metaphys,L,W,Metaphys,Grit,Belowski Doe,0,1,,,
Season 5,Week 2,Sun Clan,flips,Sealed Tombs,Red Eyes,L,W,Metaphys,Grit,Belowski Doe,0,1,,,
Season 5,Week 2,Sun Clan,flips,M. A. Mechs,Ancient Gear,W,L,Metaphys,Grit,Belowski Doe,1,0,,Ancient GearMetaphys,
Season 5,Week 2,Sun Clan,flips,M. A. Mechs,Ancient Gear,L,W,Spellbooks,Light & Dark,bigao,0,1,,,
Season 5,Week 2,Sun Clan,nog,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,bigao,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Sun Clan,nog,Light & Dark,Six Sams,W,L,Cyberdark Neos,Destiny Draw,bigao,1,0,,Six SamsCyberdark Neos,
Season 5,Week 2,Sun Clan,nog,Light & Dark,Six Sams,L,W,Six Sams,Beatdown,Durrrr/act,0,1,,,
Season 5,Week 2,Sun Clan,nog,Lvl Aug,Crystron,L,W,Six Sams,Beatdown,Durrrr/act,0,1,,,
Season 5,Week 2,Sun Clan,RaW,Light & Dark,Six Sams,W,L,Six Sams,Beatdown,Durrrr/act,1,0,,Six SamsSix Sams,
Season 5,Week 2,Sun Clan,RaW,Light & Dark,Six Sams,L,W,Ancient Gear,M. A. Mechs,Durrrr/act,0,1,,,
Season 5,Week 2,Sun Clan,RaW,Sealed Tombs,Red Eyes,L,W,Ancient Gear,M. A. Mechs,Durrrr/act,0,1,,,
Season 5,Week 2,BlessRNG,Lord Arkthor,Sealed Tombs,Red Eyes,W,L,Cyberdark Neos,Destiny Draw,Herbel,1,0,,Red EyesCyberdark Neos,
Season 5,Week 2,BlessRNG,Lord Arkthor,Sealed Tombs,Red Eyes,L,W,Cyberdark Neos,Destiny Draw,Herbel,0,1,,,
Season 5,Week 2,BlessRNG,Lord Arkthor,Destiny Draw,Cyberdark Neos,L,W,Cyberdark Neos,Destiny Draw,Herbel,0,1,,,
Season 5,Week 2,BlessRNG,Wolf The Legend,M. A. Mechs,Ancient Gear,L,W,Cyberdark Neos,Destiny Draw,Herbel,0,1,,,
Season 5,Week 2,BlessRNG,Wolf The Legend,Sealed Tombs,Blue Eyes,L,W,Cyberdark Neos,Destiny Draw,Herbel,0,1,,,
Season 5,Week 2,BlessRNG,Flabber,Sealed Tombs,Blue Eyes,W,L,Cyberdark Neos,Destiny Draw,Herbel,1,0,,Blue EyesCyberdark Neos,
Season 5,Week 2,BlessRNG,Flabber,Sealed Tombs,Blue Eyes,L,W,Buster Blader,Light & Dark,yoseilock,0,1,,,
Season 5,Week 2,BlessRNG,Flabber,Destiny Draw,Cyberdark Neos,L,W,Buster Blader,Light & Dark,yoseilock,0,1,,,
Season 5,Week 2,BlessRNG,PaugiN,Light & Dark,Six Sams,W,L,Buster Blader,Light & Dark,yoseilock,1,0,,Six SamsBuster Blader,
Season 5,Week 2,BlessRNG,PaugiN,Light & Dark,Six Sams,W,L,Six Sams,Light & Dark,yoseilock,1,0,,Six SamsSix Sams,
Season 5,Week 2,BlessRNG,PaugiN,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,[qtp] Fattypower,0,1,,,
Season 5,Week 2,BlessRNG,PaugiN,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,[qtp] Fattypower,1,0,,TriamidBlue Eyes,
Season 5,Week 2,BlessRNG,PaugiN,Balance,Triamid,W,L,Spellbooks,Light & Dark,[qtp] Fattypower,1,0,,TriamidSpellbooks,
Season 5,Week 2,BlessRNG,PaugiN,Balance,Triamid,W,L,Ancient Gear,M. A. Mechs,novomortuus,1,0,,TriamidAncient Gear,
Season 5,Week 2,BlessRNG,PaugiN,Balance,Triamid,L,W,Ancient Gear,M. A. Mechs,novomortuus,0,1,,,
Season 5,Week 2,BlessRNG,Heinz_Ketchum,Sealed Tombs,Red Eyes,L,W,Ancient Gear,M. A. Mechs,novomortuus,0,1,,,
Season 5,Week 2,BlessRNG,Heinz_Ketchum,Sealed Tombs,Red Eyes,W,L,Ancient Gear,M. A. Mechs,novomortuus,1,0,,Red EyesAncient Gear,
Season 5,Week 2,BlessRNG,Heinz_Ketchum,Sealed Tombs,Red Eyes,L,W,Triamid,Balance,Ravi,0,1,,,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,L,W,Red Eyes,Sealed Tombs,Lord Arkthor,0,1,,,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,W,L,Red Eyes,Sealed Tombs,Lord Arkthor,1,0,,Cyberdark NeosRed Eyes,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,W,L,Cyberdark Neos,Destiny Draw,Lord Arkthor,1,0,,Cyberdark NeosCyberdark Neos,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,W,L,Ancient Gear,M. A. Mechs,Wolf The Legend,1,0,,Cyberdark NeosAncient Gear,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,W,L,Blue Eyes,Sealed Tombs,Wolf The Legend,1,0,,Cyberdark NeosBlue Eyes,
Season 5,Week 2,Odyssey,Herbel,Destiny Draw,Cyberdark Neos,L,W,Blue Eyes,Sealed Tombs,Flabber,0,1,,,
Season 5,Week 2,Odyssey,yoseilock,Light & Dark,Buster Blader,W,L,Blue Eyes,Sealed Tombs,Flabber,1,0,,Buster BladerBlue Eyes,
Season 5,Week 2,Odyssey,yoseilock,Light & Dark,Buster Blader,W,L,Cyberdark Neos,Destiny Draw,Flabber,1,0,,Buster BladerCyberdark Neos,
Season 5,Week 2,Odyssey,yoseilock,Light & Dark,Buster Blader,L,W,Six Sams,Light & Dark,PaugiN,0,1,,,
Season 5,Week 2,Odyssey,yoseilock,Light & Dark,Six Sams,L,W,Six Sams,Light & Dark,PaugiN,0,1,,,
Season 5,Week 2,Odyssey,[qtp] Fattypower,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,PaugiN,1,0,,Blue EyesSix Sams,
Season 5,Week 2,Odyssey,[qtp] Fattypower,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,PaugiN,0,1,,,
Season 5,Week 2,Odyssey,[qtp] Fattypower,Light & Dark,Spellbooks,L,W,Triamid,Balance,PaugiN,0,1,,,
Season 5,Week 2,Odyssey,novomortuus,M. A. Mechs,Ancient Gear,L,W,Triamid,Balance,PaugiN,0,1,,,
Season 5,Week 2,Odyssey,novomortuus,M. A. Mechs,Ancient Gear,W,L,Triamid,Balance,PaugiN,1,0,,Ancient GearTriamid,
Season 5,Week 2,Odyssey,novomortuus,M. A. Mechs,Ancient Gear,W,L,Red Eyes,Sealed Tombs,Heinz_Ketchum,1,0,,Ancient GearRed Eyes,
Season 5,Week 2,Odyssey,novomortuus,M. A. Mechs,Ancient Gear,L,W,Red Eyes,Sealed Tombs,Heinz_Ketchum,0,1,,,
Season 5,Week 2,Odyssey,Ravi,Balance,Triamid,W,L,Red Eyes,Sealed Tombs,Heinz_Ketchum,1,0,,TriamidRed Eyes,
Season 5,Week 2,TiP,Grimmjow,Destiny Draw,Cyberdark Neos,W,L,Six Sams,Beatdown,HidekiBro,1,0,,Cyberdark NeosSix Sams,
Season 5,Week 2,TiP,Grimmjow,Destiny Draw,Cyberdark Neos,W,L,Red Eyes,Sealed Tombs,HidekiBro,1,0,,Cyberdark NeosRed Eyes,
Season 5,Week 2,TiP,Grimmjow,Destiny Draw,Cyberdark Neos,L,W,Spellbooks,Light & Dark,Shamzan,0,1,,,
Season 5,Week 2,TiP,Grimmjow,Beatdown,Red Eyes,L,W,Spellbooks,Light & Dark,Shamzan,0,1,,,
Season 5,Week 2,TiP,ZzMondo,Grit,Metaphys,W,L,Spellbooks,Light & Dark,Shamzan,1,0,,MetaphysSpellbooks,
Season 5,Week 2,TiP,ZzMondo,Grit,Metaphys,L,W,Triamid,Balance,Shamzan,0,1,,,
Season 5,Week 2,TiP,ZzMondo,Sealed Tombs,Red Eyes,W,L,Triamid,Balance,Shamzan,1,0,,Red EyesTriamid,
Season 5,Week 2,TiP,ZzMondo,Sealed Tombs,Red Eyes,W,L,Cyberdark Neos,Switcheroo,Celestial,1,0,,Red EyesCyberdark Neos,
Season 5,Week 2,TiP,ZzMondo,Sealed Tombs,Red Eyes,L,W,Cyberdark Neos,Switcheroo,Celestial,0,1,,,
Season 5,Week 2,TiP,Dulling,M. A. Mechs,Ancient Gear,L,W,Cyberdark Neos,Switcheroo,Celestial,0,1,,,
Season 5,Week 2,TiP,Dulling,M. A. Mechs,Ancient Gear,W,L,Cyberdark Neos,Switcheroo,Celestial,1,0,,Ancient GearCyberdark Neos,
Season 5,Week 2,TiP,Dulling,M. A. Mechs,Ancient Gear,W,L,Six Sams,Light & Dark,Zarc,1,0,,Ancient GearSix Sams,
Season 5,Week 2,TiP,Dulling,M. A. Mechs,Ancient Gear,W,L,Six Sams,Light & Dark,Zarc,1,0,,Ancient GearSix Sams,
Season 5,Week 2,TiP,Dulling,M. A. Mechs,Ancient Gear,L,W,Blue Eyes,Sealed Tombs,Yuya,0,1,,,
Season 5,Week 2,TiP,0sincara,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,Yuya,0,1,,,
Season 5,Week 2,TiP,0sincara,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,Yuya,0,1,,,
Season 5,Week 2,TiP,ATEM,Sealed Tombs,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,Yuya,1,0,,Blue EyesBlue Eyes,
Season 5,Week 2,TiP,ATEM,Sealed Tombs,Blue Eyes,L,W,Metaphys,Grit,Yuya,0,1,,,
Season 5,Week 2,TiP,ATEM,Light & Dark,Spellbooks,L,W,Metaphys,Grit,Yuya,0,1,,,
Season 5,Week 2,Forbidden Ones,HidekiBro,Beatdown,Six Sams,L,W,Cyberdark Neos,Destiny Draw,Grimmjow,0,1,,,
Season 5,Week 2,Forbidden Ones,HidekiBro,Sealed Tombs,Red Eyes,L,W,Cyberdark Neos,Destiny Draw,Grimmjow,0,1,,,
Season 5,Week 2,Forbidden Ones,Shamzan,Light & Dark,Spellbooks,W,L,Cyberdark Neos,Destiny Draw,Grimmjow,1,0,,SpellbooksCyberdark Neos,
Season 5,Week 2,Forbidden Ones,Shamzan,Light & Dark,Spellbooks,W,L,Red Eyes,Beatdown,Grimmjow,1,0,,SpellbooksRed Eyes,
Season 5,Week 2,Forbidden Ones,Shamzan,Light & Dark,Spellbooks,L,W,Metaphys,Grit,ZzMondo,0,1,,,
Season 5,Week 2,Forbidden Ones,Shamzan,Balance,Triamid,W,L,Metaphys,Grit,ZzMondo,1,0,,TriamidMetaphys,
Season 5,Week 2,Forbidden Ones,Shamzan,Balance,Triamid,L,W,Red Eyes,Sealed Tombs,ZzMondo,0,1,,,
Season 5,Week 2,Forbidden Ones,Celestial,Switcheroo,Cyberdark Neos,L,W,Red Eyes,Sealed Tombs,ZzMondo,0,1,,,
Season 5,Week 2,Forbidden Ones,Celestial,Switcheroo,Cyberdark Neos,W,L,Red Eyes,Sealed Tombs,ZzMondo,1,0,,Cyberdark NeosRed Eyes,
Season 5,Week 2,Forbidden Ones,Celestial,Switcheroo,Cyberdark Neos,W,L,Ancient Gear,M. A. Mechs,Dulling,1,0,,Cyberdark NeosAncient Gear,
Season 5,Week 2,Forbidden Ones,Celestial,Switcheroo,Cyberdark Neos,L,W,Ancient Gear,M. A. Mechs,Dulling,0,1,,,
Season 5,Week 2,Forbidden Ones,Zarc,Light & Dark,Six Sams,L,W,Ancient Gear,M. A. Mechs,Dulling,0,1,,,
Season 5,Week 2,Forbidden Ones,Zarc,Light & Dark,Six Sams,L,W,Ancient Gear,M. A. Mechs,Dulling,0,1,,,
Season 5,Week 2,Forbidden Ones,Yuya,Sealed Tombs,Blue Eyes,W,L,Ancient Gear,M. A. Mechs,Dulling,1,0,,Blue EyesAncient Gear,
Season 5,Week 2,Forbidden Ones,Yuya,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,0sincara,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Forbidden Ones,Yuya,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,0sincara,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Forbidden Ones,Yuya,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,ATEM,0,1,,,
Season 5,Week 2,Forbidden Ones,Yuya,Grit,Metaphys,W,L,Blue Eyes,Sealed Tombs,ATEM,1,0,,MetaphysBlue Eyes,
Season 5,Week 2,Forbidden Ones,Yuya,Grit,Metaphys,W,L,Spellbooks,Light & Dark,ATEM,1,0,,MetaphysSpellbooks,
Season 5,Week 2,Creeping Death,<U+00BB>3K<U+00AB> Two Oh,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,<U+00BB>3K<U+00AB> Two Oh,Sealed Tombs,Red Eyes,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,CPerozo,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,CPerozo,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,SmugAnimeGirl,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,SmugAnimeGirl,Destiny Draw,Cyberdark Neos,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,March,Light & Dark,Six Sams,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,March,Sealed Tombs,Red Eyes,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,Dog  <U+72AC>,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,Suhnrysanti,0,1,,,
Season 5,Week 2,Creeping Death,Dog  <U+72AC>,Light & Dark,Six Sams,W,L,Six Sams,Light & Dark,Suhnrysanti,1,0,,Six SamsSix Sams,
Season 5,Week 2,Creeping Death,Dog  <U+72AC>,Light & Dark,Six Sams,W,L,Red Eyes,Sealed Tombs,Suhnrysanti,1,0,,Six SamsRed Eyes,
Season 5,Week 2,Creeping Death,Dog  <U+72AC>,Light & Dark,Six Sams,L,W,Crystron,Lvl Aug,Wayne Kenoff,0,1,,,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,<U+00BB>3K<U+00AB> Two Oh,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Red Eyes,Sealed Tombs,<U+00BB>3K<U+00AB> Two Oh,1,0,,Six SamsRed Eyes,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,CPerozo,1,0,,Six SamsBlue Eyes,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,CPerozo,1,0,,Six SamsBlue Eyes,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,SmugAnimeGirl,1,0,,Six SamsBlue Eyes,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Cyberdark Neos,Destiny Draw,SmugAnimeGirl,1,0,,Six SamsCyberdark Neos,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Six Sams,Light & Dark,March,1,0,,Six SamsSix Sams,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Red Eyes,Sealed Tombs,March,1,0,,Six SamsRed Eyes,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,Dog  <U+72AC>,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Light & Dark,Six Sams,L,W,Six Sams,Light & Dark,Dog  <U+72AC>,0,1,,,
Season 5,Week 2,Chillin' With Chilah,Suhnrysanti,Sealed Tombs,Red Eyes,L,W,Six Sams,Light & Dark,Dog  <U+72AC>,0,1,,,
Season 5,Week 2,Chillin' With Chilah,Wayne Kenoff,Lvl Aug,Crystron,W,L,Six Sams,Light & Dark,Dog  <U+72AC>,1,0,,CrystronSix Sams,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Balance,Triamid,W,L,Six Sams,Light & Dark,Zaytoven,1,0,,TriamidSix Sams,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Balance,Triamid,W,L,Red Eyes,Sealed Tombs,Zaytoven,1,0,,TriamidRed Eyes,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Balance,Triamid,L,W,Ancient Gear,M. A. Mechs,Alloutlife,0,1,,,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Sealed Tombs,Blue Eyes,W,L,Ancient Gear,M. A. Mechs,Alloutlife,1,0,,Blue EyesAncient Gear,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Sealed Tombs,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,Alloutlife,1,0,,Blue EyesBlue Eyes,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Sealed Tombs,Blue Eyes,W,L,R. E. Buster,Last Gamble,dragabom,1,0,,Blue EyesR. E. Buster,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Sealed Tombs,Blue Eyes,W,L,R. E. Buster,Last Gamble,dragabom,1,0,,Blue EyesR. E. Buster,
Season 5,Week 2,Bricks & Potatoes,AndyTsang,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,Cardfighter159,0,1,,,
Season 5,Week 2,Bricks & Potatoes,gift,Light & Dark,Six Sams,L,W,Triamid,Balance,Cardfighter159,0,1,,,
Season 5,Week 2,Bricks & Potatoes,gift,Light & Dark,Six Sams,W,L,Triamid,Balance,Cardfighter159,1,0,,Six SamsTriamid,
Season 5,Week 2,Bricks & Potatoes,gift,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,Cardfighter159,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Bricks & Potatoes,gift,Light & Dark,Six Sams,L,W,Ancient Gear,M. A. Mechs,Cyborg,0,1,,,
Season 5,Week 2,Bricks & Potatoes,Charisma,Sealed Tombs,Blue Eyes,W,L,Ancient Gear,M. A. Mechs,Cyborg,1,0,,Blue EyesAncient Gear,
Season 5,Week 2,Bricks & Potatoes,Charisma,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Cyborg,1,0,,Blue EyesSix Sams,
Season 5,Week 2,Kuribandits,Zaytoven,Light & Dark,Six Sams,L,W,Triamid,Balance,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,Zaytoven,Sealed Tombs,Red Eyes,L,W,Triamid,Balance,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,Alloutlife,M. A. Mechs,Ancient Gear,W,L,Triamid,Balance,AndyTsang,1,0,,Ancient GearTriamid,
Season 5,Week 2,Kuribandits,Alloutlife,M. A. Mechs,Ancient Gear,L,W,Blue Eyes,Sealed Tombs,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,Alloutlife,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,dragabom,Last Gamble,R. E. Buster,L,W,Blue Eyes,Sealed Tombs,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,dragabom,Last Gamble,R. E. Buster,L,W,Blue Eyes,Sealed Tombs,AndyTsang,0,1,,,
Season 5,Week 2,Kuribandits,Cardfighter159,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,AndyTsang,1,0,,TriamidBlue Eyes,
Season 5,Week 2,Kuribandits,Cardfighter159,Balance,Triamid,W,L,Six Sams,Light & Dark,gift,1,0,,TriamidSix Sams,
Season 5,Week 2,Kuribandits,Cardfighter159,Balance,Triamid,L,W,Six Sams,Light & Dark,gift,0,1,,,
Season 5,Week 2,Kuribandits,Cardfighter159,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,gift,0,1,,,
Season 5,Week 2,Kuribandits,Cyborg,M. A. Mechs,Ancient Gear,W,L,Six Sams,Light & Dark,gift,1,0,,Ancient GearSix Sams,
Season 5,Week 2,Kuribandits,Cyborg,M. A. Mechs,Ancient Gear,L,W,Blue Eyes,Sealed Tombs,Charisma,0,1,,,
Season 5,Week 2,Kuribandits,Cyborg,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,Charisma,0,1,,,
Season 5,Week 2,Abusement Park,Tenma,Balance,Triamid,L,W,Six Sams,Light & Dark,Lavitz,0,1,,,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Lavitz,1,0,,Blue EyesSix Sams,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,Lavitz,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,youngslorp,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,youngslorp,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,Kiss-Shot,1,0,,Blue EyesBlue Eyes,
Season 5,Week 2,Abusement Park,Tenma,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,Kiss-Shot,0,1,,,
Season 5,Week 2,Abusement Park,ASAP,Grit,Metaphys,W,L,Blue Eyes,Sealed Tombs,Kiss-Shot,1,0,,MetaphysBlue Eyes,
Season 5,Week 2,Abusement Park,ASAP,Grit,Metaphys,L,W,Ancient Gear,M. A. Mechs,Enruik,0,1,,,
Season 5,Week 2,Abusement Park,ASAP,Sealed Tombs,Blue Eyes,L,W,Ancient Gear,M. A. Mechs,Enruik,0,1,,,
Season 5,Week 2,Abusement Park,aleebr,Light & Dark,Spellbooks,W,L,Ancient Gear,M. A. Mechs,Enruik,1,0,,SpellbooksAncient Gear,
Season 5,Week 2,Abusement Park,aleebr,Light & Dark,Spellbooks,L,W,Blue Eyes,Sealed Tombs,Enruik,0,1,,,
Season 5,Week 2,Abusement Park,aleebr,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,Enruik,1,0,,TriamidBlue Eyes,
Season 5,Week 2,Abusement Park,aleebr,Balance,Triamid,W,L,Six Sams,Light & Dark,Blast,1,0,,TriamidSix Sams,
Season 5,Week 2,Abusement Park,aleebr,Balance,Triamid,W,L,Spellbooks,Light & Dark,Blast,1,0,,TriamidSpellbooks,
Season 5,Week 2,X-Hunters,Lavitz,Light & Dark,Six Sams,W,L,Triamid,Balance,Tenma,1,0,,Six SamsTriamid,
Season 5,Week 2,X-Hunters,Lavitz,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,Tenma,0,1,,,
Season 5,Week 2,X-Hunters,Lavitz,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,Tenma,0,1,,,
Season 5,Week 2,X-Hunters,youngslorp,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,Tenma,0,1,,,
Season 5,Week 2,X-Hunters,youngslorp,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,Tenma,0,1,,,
Season 5,Week 2,X-Hunters,Kiss-Shot,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,Tenma,0,1,,,
Season 5,Week 2,X-Hunters,Kiss-Shot,Sealed Tombs,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,Tenma,1,0,,Blue EyesBlue Eyes,
Season 5,Week 2,X-Hunters,Kiss-Shot,Sealed Tombs,Blue Eyes,L,W,Metaphys,Grit,ASAP,0,1,,,
Season 5,Week 2,X-Hunters,Enruik,M. A. Mechs,Ancient Gear,W,L,Metaphys,Grit,ASAP,1,0,,Ancient GearMetaphys,
Season 5,Week 2,X-Hunters,Enruik,M. A. Mechs,Ancient Gear,W,L,Blue Eyes,Sealed Tombs,ASAP,1,0,,Ancient GearBlue Eyes,
Season 5,Week 2,X-Hunters,Enruik,M. A. Mechs,Ancient Gear,L,W,Spellbooks,Light & Dark,aleebr,0,1,,,
Season 5,Week 2,X-Hunters,Enruik,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,aleebr,1,0,,Blue EyesSpellbooks,
Season 5,Week 2,X-Hunters,Enruik,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,aleebr,0,1,,,
Season 5,Week 2,X-Hunters,Blast,Light & Dark,Six Sams,L,W,Triamid,Balance,aleebr,0,1,,,
Season 5,Week 2,X-Hunters,Blast,Light & Dark,Spellbooks,L,W,Triamid,Balance,aleebr,0,1,,,
Season 5,Week 2,Forbidden Memories,Vino,Light & Dark,Spellbooks,W,L,Red Eyes,Sealed Tombs,Assuming,1,0,,SpellbooksRed Eyes,
Season 5,Week 2,Forbidden Memories,Vino,Light & Dark,Spellbooks,W,L,Six Sams,Light & Dark,Assuming,1,0,,SpellbooksSix Sams,
Season 5,Week 2,Forbidden Memories,Vino,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,lucsa,0,1,,,
Season 5,Week 2,Forbidden Memories,Vino,Balance,Triamid,W,L,Six Sams,Light & Dark,lucsa,1,0,,TriamidSix Sams,
Season 5,Week 2,Forbidden Memories,Vino,Balance,Triamid,W,L,Spellbooks,Light & Dark,lucsa,1,0,,TriamidSpellbooks,
